filename,Chewy(bread),Watery(like soup),Crunchy(vegetables  not chips or fried food),Crispy(Fried food/chips/toast),Soft(rice  noodles  bread),Tender(meat  shrimp  etc),Creamy(pudding  thick soup  egg yolk),Crumbly(Pie  tart  cookie)
00005223.jpg,0,0,1,0,0,0,1,0
00005224.jpg,0,0,0,0,1,0,1,0
00005225.jpg,0,0,0,0,1,0,0,1
00005226.jpg,1,0,1,0,1,1,0,0
00005227.jpg,1,0,1,0,1,1,1,0
00005228.jpg,1,0,1,0,1,0,0,0
00005230.jpg,1,0,0,0,1,0,1,0
00005231.jpg,1,0,1,0,1,0,0,0
00005232.jpg,0,0,0,0,1,0,1,0
00005233.jpg,0,1,0,0,1,0,0,0
00005234.jpg,1,0,1,0,1,0,0,0
00005235.jpg,1,0,1,0,1,0,1,0
00005236.jpg,0,0,0,0,1,0,1,0
00005237.jpg,1,0,1,0,1,1,0,0
00005238.jpg,1,0,1,0,1,1,0,0
00005239.jpg,1,0,0,0,1,0,1,0
00005240.jpg,1,0,1,0,1,1,0,0
00005242.jpg,1,0,1,0,0,1,1,0
00005243.jpg,1,0,1,0,1,1,0,0
00005244.jpg,1,0,1,0,1,1,0,0
00005245.jpg,1,0,0,1,1,1,1,0
00005246.jpg,1,0,1,0,1,1,0,0
00005247.jpg,0,0,0,0,1,0,0,1
00005248.jpg,1,0,1,0,0,1,1,0
00005249.jpg,1,0,1,0,1,1,1,0
00005250.jpg,1,0,1,0,1,0,1,0
00005251.jpg,1,0,1,0,1,0,0,0
00005252.jpg,1,0,1,0,1,1,1,0
00005253.jpg,0,0,1,0,1,0,0,0
00005254.jpg,1,0,0,0,1,1,0,0
00005255.jpg,1,0,1,0,1,0,0,0
00005257.jpg,1,0,0,0,1,0,0,0
00005258.jpg,1,0,1,0,1,0,0,0
00005259.jpg,0,1,0,0,0,0,0,1
00005260.jpg,0,1,0,0,1,0,1,0
00005261.jpg,0,0,0,0,1,0,0,0
00005262.jpg,1,0,0,0,1,0,1,0
00005263.jpg,0,1,1,0,0,0,0,0
00005264.jpg,1,0,0,0,1,0,0,0
00005265.jpg,1,0,1,0,1,1,0,0
00005266.jpg,1,0,1,0,0,1,0,0
00005267.jpg,1,0,1,0,1,1,0,0
00005268.jpg,0,0,0,0,1,1,1,0
00005269.jpg,0,0,1,0,1,0,0,0
00005270.jpg,0,0,1,0,1,0,0,1
00005271.jpg,0,0,1,0,1,1,0,0
00005272.jpg,1,0,1,0,1,1,1,0
00005273.jpg,1,0,1,0,1,0,0,0
00005274.jpg,1,1,0,0,1,0,0,0
00005275.jpg,0,1,0,0,1,0,1,0
00005276.jpg,1,0,1,0,0,0,1,0
00005277.jpg,1,0,0,0,1,0,0,0
00005278.jpg,1,0,1,0,1,1,1,0
00005279.jpg,1,0,1,0,1,0,0,0
00005281.jpg,1,1,1,0,1,0,0,0
00005282.jpg,0,0,1,0,1,1,0,0
00005283.jpg,0,1,0,0,0,0,0,1
00005284.jpg,0,0,0,1,1,1,0,0
00005285.jpg,0,0,1,0,1,1,0,0
00005286.jpg,1,0,1,0,1,0,0,0
00005287.jpg,0,0,1,0,1,0,0,0
00005288.jpg,1,0,1,0,1,0,0,0
00005289.jpg,1,0,1,0,1,1,0,0
00005290.jpg,1,0,1,0,1,1,0,0
00005291.jpg,1,0,1,0,0,1,1,0
00005292.jpg,1,0,0,0,1,1,1,0
00005293.jpg,1,0,1,0,1,1,0,0
00005294.jpg,1,0,1,0,1,0,0,0
00005295.jpg,1,0,1,0,1,1,0,0
00005296.jpg,1,0,0,0,1,1,1,0
00005297.jpg,1,0,0,0,1,0,1,0
00005298.jpg,1,0,1,0,1,0,0,0
00005299.jpg,0,0,1,0,1,1,0,0
00005300.jpg,1,0,1,0,1,1,0,0
00005301.jpg,0,0,1,0,0,0,1,0
00005302.jpg,1,0,1,0,1,0,0,0
00005303.jpg,0,0,0,0,1,0,1,0
00005304.jpg,1,0,1,0,1,1,0,0
00005305.jpg,1,0,0,0,1,0,1,0
00005306.jpg,1,0,0,0,1,1,0,0
00005307.jpg,1,0,1,0,0,0,0,0
00005308.jpg,1,0,1,0,1,1,1,0
00005309.jpg,1,0,1,0,0,1,0,0
00005310.jpg,0,0,1,0,0,0,1,0
00005311.jpg,1,0,1,0,1,1,1,0
00005312.jpg,1,0,1,0,1,0,1,0
00005313.jpg,1,0,0,0,1,0,1,0
00005314.jpg,1,0,1,0,1,0,0,0
00005315.jpg,1,0,1,0,1,0,0,0
00005317.jpg,1,0,1,0,0,1,0,0
00005318.jpg,1,0,1,0,0,0,0,0
00005320.jpg,1,0,0,0,1,1,0,0
00005321.jpg,1,0,1,0,1,1,0,0
00005322.jpg,0,0,1,1,0,0,0,0
00005323.jpg,0,0,1,0,1,0,1,0
00005324.jpg,1,0,1,0,1,1,0,0
00005325.jpg,1,0,1,0,1,1,1,0
00005326.jpg,0,0,1,0,1,0,1,0
00005327.jpg,0,0,1,0,0,0,1,0
00005328.jpg,1,0,1,0,1,1,0,0
00005329.jpg,1,0,0,0,1,1,0,0
00005331.jpg,1,0,1,0,1,1,1,0
00005332.jpg,1,0,0,0,1,0,0,0
00005333.jpg,1,0,1,0,1,1,1,0
00005334.jpg,0,0,0,0,1,0,1,0
00005335.jpg,1,0,0,0,1,0,1,0
00005336.jpg,0,1,1,0,1,0,0,0
00005337.jpg,0,0,0,0,1,1,0,0
00005338.jpg,1,0,0,0,1,0,1,0
00005339.jpg,0,0,0,0,1,0,1,0
00005340.jpg,1,0,0,0,1,0,1,0
00005341.jpg,1,0,1,0,1,0,0,0
00005342.jpg,1,0,1,0,1,1,0,0
00005343.jpg,1,0,1,0,1,1,0,0
00005344.jpg,1,0,1,0,1,1,1,0
00005345.jpg,1,0,1,0,1,1,0,0
00005346.jpg,0,1,1,0,1,1,0,0
00005347.jpg,1,0,1,0,1,1,1,0
00005348.jpg,1,0,1,0,1,0,0,0
00005349.jpg,1,0,0,0,1,1,0,0
00005351.jpg,1,0,1,0,1,1,0,0
00005352.jpg,1,0,1,0,0,1,0,0
00005353.jpg,1,0,1,0,1,1,0,0
00005354.jpg,1,0,1,0,1,1,0,0
00005355.jpg,1,0,0,0,1,0,0,0
00005356.jpg,0,0,0,0,1,0,1,0
00005358.jpg,0,0,1,0,1,0,1,0
00005359.jpg,1,0,1,0,1,1,0,0
00005360.jpg,0,0,0,1,0,0,1,0
00005362.jpg,0,0,0,0,1,0,1,0
00005363.jpg,1,0,1,0,0,1,0,0
00005364.jpg,0,0,1,0,0,1,0,0
00005365.jpg,1,0,1,0,1,1,0,0
00005366.jpg,1,0,1,0,1,1,0,0
00005367.jpg,0,0,1,0,1,0,0,0
00005368.jpg,1,0,1,0,1,0,0,0
00005369.jpg,0,0,1,0,1,1,0,0
00005370.jpg,1,0,1,0,1,0,0,0
00005371.jpg,1,0,1,0,1,0,1,0
00005372.jpg,1,0,1,0,1,0,0,0
00005373.jpg,1,0,1,0,1,0,0,0
00005374.jpg,1,0,1,0,0,0,0,0
00005375.jpg,1,0,1,0,1,0,0,0
00005376.jpg,1,0,0,0,1,0,0,0
00005377.jpg,1,0,1,0,1,1,1,0
00005378.jpg,1,0,1,0,1,1,1,0
00005379.jpg,1,0,1,0,1,1,1,0
00005380.jpg,0,0,0,0,1,0,0,0
00005381.jpg,1,0,1,0,1,1,0,0
00005382.jpg,1,0,1,0,0,0,1,0
00005383.jpg,0,0,1,0,1,0,1,0
00005384.jpg,1,0,1,0,0,1,0,0
00005385.jpg,1,0,0,0,1,0,1,0
00005386.jpg,0,0,0,0,1,0,1,0
00005387.jpg,1,0,1,0,0,1,1,0
00005388.jpg,1,0,0,0,1,1,0,0
00005389.jpg,1,0,1,0,1,1,1,0
00005390.jpg,1,0,1,0,1,1,0,0
00005391.jpg,1,0,0,0,1,0,1,0
00005392.jpg,1,0,1,0,1,1,0,0
00005393.jpg,1,0,1,0,1,0,0,0
00005394.jpg,0,0,1,0,1,0,1,0
00005395.jpg,1,0,1,0,1,0,1,0
00005396.jpg,1,1,0,0,1,1,0,0
00005397.jpg,1,1,0,0,1,1,1,0
00005398.jpg,1,0,1,0,1,0,0,0
00005399.jpg,1,0,1,0,1,0,0,0
00005400.jpg,0,0,1,0,1,1,0,0
00005401.jpg,1,0,1,0,1,1,0,0
00005402.jpg,1,0,1,0,1,0,0,0
00005403.jpg,1,0,0,0,0,0,1,0
00005404.jpg,0,1,0,0,1,0,0,0
00005405.jpg,1,0,1,1,1,1,0,0
00005406.jpg,0,0,0,0,1,0,1,0
00005407.jpg,0,0,1,0,0,0,1,1
00005408.jpg,1,0,1,1,0,0,1,0
00005409.jpg,1,0,1,0,1,0,0,0
00005410.jpg,1,0,1,0,1,1,0,0
00005411.jpg,0,0,1,0,1,1,0,0
00005413.jpg,1,0,1,0,0,1,0,0
00005414.jpg,1,0,0,0,1,1,0,0
00005415.jpg,0,0,1,0,1,1,0,0
00005416.jpg,0,0,1,0,1,0,1,0
00005417.jpg,1,0,1,0,1,0,0,0
00005418.jpg,1,0,1,0,0,0,0,0
00005419.jpg,1,0,1,0,1,1,1,0
00005420.jpg,1,0,0,0,1,1,0,0
00005421.jpg,1,0,1,0,0,0,1,0
00005422.jpg,1,0,0,0,1,0,0,0
00005423.jpg,1,0,1,0,1,1,0,0
00005424.jpg,1,0,1,1,0,0,0,0
00005425.jpg,1,0,0,0,1,0,1,0
00005426.jpg,0,0,0,0,1,0,1,0
00005427.jpg,1,1,0,0,1,0,1,0
00005428.jpg,0,0,1,0,0,1,1,0
00005429.jpg,0,0,0,0,1,0,0,0
00005430.jpg,1,0,1,0,1,0,1,0
00005431.jpg,1,0,1,0,1,1,1,0
00005432.jpg,1,1,1,0,1,0,1,0
00005433.jpg,1,0,1,0,1,1,1,0
00005434.jpg,1,0,0,1,0,1,0,0
00005435.jpg,1,0,0,0,1,0,1,0
00005436.jpg,1,1,1,0,0,0,0,0
00005437.jpg,0,0,1,0,1,0,1,0
00005438.jpg,1,0,0,0,1,1,0,0
00005441.jpg,1,0,1,0,1,1,0,0
00005442.jpg,1,0,1,0,1,1,0,0
00005443.jpg,1,0,1,0,1,0,0,0
00005444.jpg,1,1,1,0,1,1,1,0
00005445.jpg,0,1,0,0,1,0,1,0
00005446.jpg,1,0,1,0,1,1,0,0
00005447.jpg,1,0,0,0,0,1,1,0
00005448.jpg,0,0,1,0,1,0,1,0
00005449.jpg,1,0,1,0,1,0,1,0
00005450.jpg,1,0,1,0,1,1,1,0
00005451.jpg,1,0,0,0,1,0,1,0
00005452.jpg,1,0,1,0,1,1,0,0
00005453.jpg,0,0,1,0,1,0,1,0
00005454.jpg,1,0,1,0,1,0,1,0
00005455.jpg,1,0,1,0,1,0,0,0
00005456.jpg,0,1,1,0,1,0,0,0
00005457.jpg,1,0,1,0,1,0,0,0
00005458.jpg,1,0,1,0,0,1,0,0
00005460.jpg,1,0,1,0,1,1,0,0
00005462.jpg,0,0,1,0,1,0,1,0
00005463.jpg,1,0,1,0,1,0,0,0
00005464.jpg,1,0,1,1,0,1,0,0
00005465.jpg,0,0,1,0,1,0,1,0
00005466.jpg,0,0,1,0,1,1,0,0
00005467.jpg,1,0,1,0,1,0,0,0
00005468.jpg,0,0,1,0,1,0,1,0
00005469.jpg,1,0,1,0,1,1,0,0
00005470.jpg,1,0,1,0,1,1,0,0
00005471.jpg,1,0,1,0,1,1,0,0
00005472.jpg,1,0,1,0,1,0,0,0
00005473.jpg,1,0,0,0,1,1,0,0
00005474.jpg,1,0,0,0,1,0,0,0
00005475.jpg,1,0,1,1,1,1,1,0
00005476.jpg,1,0,0,1,1,1,1,0
00005477.jpg,0,0,1,0,1,0,1,0
00005478.jpg,1,0,1,0,1,1,0,0
00005479.jpg,1,0,0,0,1,0,1,0
00005480.jpg,1,0,1,0,1,1,0,0
00005481.jpg,1,0,1,0,1,1,0,0
00005482.jpg,0,0,1,0,1,1,0,0
00005483.jpg,1,0,0,0,1,1,0,0
00005484.jpg,1,0,1,0,1,1,0,0
00005485.jpg,1,0,1,0,0,0,1,0
00005486.jpg,0,0,1,0,1,0,1,0
00005487.jpg,1,0,0,0,1,0,1,0
00005488.jpg,1,0,1,0,1,1,0,0
00005489.jpg,1,0,1,0,1,0,1,0
00005490.jpg,1,0,1,0,1,0,0,0
00005491.jpg,1,0,1,0,1,0,0,0
00005492.jpg,1,0,1,0,1,0,0,0
00005493.jpg,0,0,0,0,1,0,1,0
00005494.jpg,1,0,0,0,1,0,0,0
00005495.jpg,1,0,1,0,1,1,0,0
00005496.jpg,0,0,0,0,1,0,1,0
00005497.jpg,1,0,1,0,1,1,1,0
00005498.jpg,1,0,1,0,0,1,1,0
00005500.jpg,1,0,1,0,1,1,0,0
00005501.jpg,1,0,1,0,1,1,0,0
00005503.jpg,1,0,1,0,1,1,0,0
00005504.jpg,1,0,1,0,1,0,0,0
00005505.jpg,1,0,1,0,1,0,1,0
00005506.jpg,1,0,0,0,1,1,0,0
00005507.jpg,0,0,0,0,1,0,1,0
00005508.jpg,1,0,1,0,1,1,0,0
00005509.jpg,1,0,1,0,0,0,1,0
00005510.jpg,0,0,1,0,1,1,0,0
00005511.jpg,1,0,1,0,1,0,0,0
00005512.jpg,1,0,1,0,1,1,0,0
00005513.jpg,1,0,1,0,1,0,1,0
00005514.jpg,1,0,1,1,0,0,0,0
00005515.jpg,1,0,1,0,1,1,0,0
00005516.jpg,1,0,0,0,1,0,0,0
00005517.jpg,1,0,1,0,1,1,0,0
00005518.jpg,1,0,1,0,1,1,1,0
00005519.jpg,0,0,0,0,1,0,0,0
00005520.jpg,1,0,1,0,1,0,0,0
00005521.jpg,1,0,0,0,1,1,0,0
00005522.jpg,1,0,1,0,1,1,0,0
00005523.jpg,1,0,0,0,1,0,0,0
00005524.jpg,0,0,1,0,0,1,0,0
00005525.jpg,0,0,0,0,1,0,1,0
00005526.jpg,1,0,1,0,1,1,0,0
00005527.jpg,0,0,0,0,1,0,1,0
00005528.jpg,1,0,1,0,1,1,0,0
00005529.jpg,1,0,0,0,1,1,1,0
00005530.jpg,0,0,1,0,1,0,0,0
00005531.jpg,1,0,0,0,1,0,0,0
00005532.jpg,1,0,0,0,1,0,1,0
00005533.jpg,1,0,1,0,0,1,0,0
00005534.jpg,0,0,0,0,1,0,1,0
00005535.jpg,1,0,0,0,1,1,0,0
00005536.jpg,1,0,1,0,0,0,1,0
00005537.jpg,1,0,0,0,1,1,0,0
00005538.jpg,0,0,1,0,1,0,1,0
00005539.jpg,1,0,1,0,1,1,0,0
00005540.jpg,0,0,0,0,1,0,1,0
00005541.jpg,0,0,1,0,1,1,0,0
00005542.jpg,1,0,1,0,1,0,1,0
00005543.jpg,0,0,0,0,1,0,1,0
00005544.jpg,1,1,0,0,1,0,1,0
00005545.jpg,0,0,0,0,1,0,1,0
00005546.jpg,1,0,0,0,1,0,0,0
00005547.jpg,0,0,1,0,1,1,1,0
00005548.jpg,0,0,1,0,0,0,1,0
00005550.jpg,0,0,1,0,1,1,0,0
00005551.jpg,0,0,1,0,1,1,0,0
00005552.jpg,1,0,0,0,1,0,0,0
00005553.jpg,0,0,1,0,0,1,0,0
00005554.jpg,0,0,1,0,0,0,1,0
00005555.jpg,0,0,1,0,1,0,1,0
00005556.jpg,1,0,0,0,1,0,0,0
00005557.jpg,0,0,1,0,1,1,0,0
00005558.jpg,0,0,1,0,1,0,0,0
00005559.jpg,1,0,0,0,1,1,0,0
00005560.jpg,1,0,1,0,1,0,0,0
00005561.jpg,1,0,1,0,1,1,0,0
00005562.jpg,1,0,1,0,1,0,0,0
00005563.jpg,1,0,1,0,1,1,0,0
00005564.jpg,0,0,1,0,1,1,0,0
00005565.jpg,1,0,1,0,1,1,1,0
00005566.jpg,0,0,1,0,1,0,0,0
00005567.jpg,1,0,1,0,0,1,0,0
00005568.jpg,1,0,1,0,1,0,0,0
00005569.jpg,1,0,1,0,1,0,1,0
00005570.jpg,0,1,1,0,1,0,1,0
00005571.jpg,1,0,1,0,1,1,0,0
00005572.jpg,1,1,1,0,0,1,0,0
00005573.jpg,1,0,0,0,1,1,0,0
00005574.jpg,1,1,0,0,0,0,0,0
00005575.jpg,0,0,1,0,1,1,0,0
00005576.jpg,1,0,1,0,1,1,1,0
00005577.jpg,0,1,1,0,1,0,1,0
00005578.jpg,0,1,0,0,1,0,1,0
00005579.jpg,1,0,0,0,1,0,1,0
00005580.jpg,0,1,1,0,0,0,0,0
00005581.jpg,0,0,0,0,1,0,1,0
00005582.jpg,1,0,1,0,0,1,0,0
00005583.jpg,1,0,1,0,1,0,1,0
00005584.jpg,1,0,1,0,1,0,0,0
00005585.jpg,1,0,1,0,0,1,1,0
00005586.jpg,1,0,1,0,1,0,0,0
00005587.jpg,1,0,1,0,1,0,0,0
00005589.jpg,1,0,1,0,1,0,0,0
00005590.jpg,0,0,1,0,0,0,1,0
00005591.jpg,0,0,1,0,1,1,0,0
00005592.jpg,1,0,1,0,1,0,0,0
00005593.jpg,1,0,1,0,1,1,1,0
00005594.jpg,1,0,1,0,1,1,0,0
00005595.jpg,1,0,1,0,1,0,0,0
00005596.jpg,1,0,1,0,1,0,0,0
00005597.jpg,0,0,1,0,1,0,0,0
00005598.jpg,1,0,1,0,0,1,0,0
00005599.jpg,1,0,1,0,1,0,0,0
00005600.jpg,0,1,0,0,1,0,1,0
00005601.jpg,1,0,0,1,1,1,1,0
00005602.jpg,1,1,1,0,1,1,0,0
00005603.jpg,0,1,0,0,1,0,0,0
00005604.jpg,1,0,1,0,1,1,0,0
00005605.jpg,1,0,1,1,1,1,0,0
00005606.jpg,1,0,1,0,1,0,0,0
00005607.jpg,1,0,1,0,1,0,1,0
00005608.jpg,1,0,1,0,1,1,1,0
00005609.jpg,1,0,1,0,1,0,0,0
00005610.jpg,1,0,1,0,0,1,0,0
00005611.jpg,0,0,1,0,1,0,1,0
00005612.jpg,1,0,1,0,1,0,0,0
00005613.jpg,1,0,1,0,1,0,0,0
00005614.jpg,1,0,1,1,1,1,0,0
00005615.jpg,1,0,1,0,1,1,0,0
00005616.jpg,0,0,1,0,0,0,1,0
00005617.jpg,1,0,0,0,1,0,1,0
00005618.jpg,0,0,0,0,1,0,1,0
00005619.jpg,1,0,1,0,0,1,1,0
00005620.jpg,0,0,0,0,1,1,1,0
00005621.jpg,0,1,1,0,1,0,0,0
00005622.jpg,1,0,1,0,1,1,0,0
00005623.jpg,1,0,1,0,1,0,0,0
00005625.jpg,0,0,1,0,1,0,1,0
00005626.jpg,1,0,1,0,1,1,0,0
00005627.jpg,0,0,1,0,1,0,0,0
00005628.jpg,1,0,1,0,1,1,0,0
00005629.jpg,1,0,1,0,1,0,0,0
00005630.jpg,1,0,0,0,1,0,1,0
00005631.jpg,1,0,1,0,1,0,0,0
00005632.jpg,1,0,1,0,1,1,0,0
00005633.jpg,1,0,1,1,1,0,0,0
00005634.jpg,1,0,0,0,1,1,0,0
00005635.jpg,1,0,0,1,1,0,1,0
00005636.jpg,1,1,0,0,1,0,0,0
00005637.jpg,1,0,1,0,1,1,0,0
00005638.jpg,0,0,1,0,0,1,0,0
00005639.jpg,0,0,1,0,0,0,1,1
00005640.jpg,1,0,0,0,1,1,0,0
00005641.jpg,0,0,0,0,0,1,0,0
00005642.jpg,0,0,0,0,1,0,1,1
00005643.jpg,0,0,0,0,1,0,1,0
00005644.jpg,1,0,1,0,1,1,0,0
00005645.jpg,1,0,1,0,1,0,1,0
00005646.jpg,1,0,1,0,1,0,1,0
00005647.jpg,1,0,1,0,1,1,0,0
00005648.jpg,1,0,1,0,1,1,0,0
00005649.jpg,0,0,0,0,1,0,1,0
00005650.jpg,1,0,0,0,1,1,0,0
00005651.jpg,1,0,1,0,1,0,0,0
00005652.jpg,1,0,1,0,1,1,0,0
00005653.jpg,1,0,1,0,1,0,0,0
00005654.jpg,1,0,1,0,1,1,0,0
00005655.jpg,1,0,1,0,1,0,1,0
00005656.jpg,1,0,1,0,1,0,0,0
00005657.jpg,1,0,0,1,1,0,1,0
00005658.jpg,1,0,1,0,1,1,0,0
00005659.jpg,1,0,1,0,1,0,0,0
00005660.jpg,1,0,1,0,1,1,1,0
00005661.jpg,0,0,1,0,1,0,0,0
00005663.jpg,1,0,1,0,1,1,0,0
00005664.jpg,0,0,1,0,0,0,1,0
00005665.jpg,1,1,0,0,1,0,0,0
00005666.jpg,1,0,0,0,0,0,1,0
00005667.jpg,0,0,0,0,1,0,1,0
00005668.jpg,1,0,1,0,1,1,0,0
00005669.jpg,1,0,0,0,1,0,0,0
00005670.jpg,1,0,0,0,1,0,0,0
00005671.jpg,0,0,0,1,1,1,1,0
00005672.jpg,1,0,1,0,1,0,0,0
00005673.jpg,1,0,1,0,1,1,0,0
00005674.jpg,1,0,1,0,1,0,0,0
00005675.jpg,1,0,1,1,1,0,0,0
00005677.jpg,0,0,1,0,1,1,0,0
00005678.jpg,1,0,1,0,1,0,0,0
00005679.jpg,1,0,1,0,1,0,1,0
00005680.jpg,1,1,1,0,1,0,0,0
00005681.jpg,1,0,1,0,1,0,1,0
00005682.jpg,0,0,0,0,1,0,0,0
00005683.jpg,1,0,1,0,1,0,0,0
00005684.jpg,0,0,0,0,1,0,1,0
00005685.jpg,1,0,1,0,1,1,0,0
00005686.jpg,0,0,1,0,1,1,0,0
00005687.jpg,1,0,0,0,1,0,0,0
00005689.jpg,0,0,0,0,1,0,1,0
00005690.jpg,0,0,0,0,1,0,1,1
00005691.jpg,1,0,1,0,1,0,0,0
00005692.jpg,1,0,1,0,1,1,0,0
00005693.jpg,1,0,0,0,1,1,1,0
00005694.jpg,0,0,0,0,1,0,1,0
00005695.jpg,0,0,0,0,1,0,1,0
00005696.jpg,1,0,1,0,1,0,1,0
00005697.jpg,1,0,1,0,1,0,0,0
00005698.jpg,1,0,1,0,1,1,0,0
00005699.jpg,0,0,1,0,0,0,1,1
00005700.jpg,1,0,1,0,1,0,0,0
00005701.jpg,1,0,0,0,1,0,0,0
00005702.jpg,0,0,1,0,0,0,0,0
00005703.jpg,1,0,0,0,1,1,1,0
00005704.jpg,1,0,1,0,1,1,0,0
00005705.jpg,1,1,1,0,1,1,0,0
00005706.jpg,1,0,1,0,1,1,0,0
00005707.jpg,1,0,1,0,1,0,1,0
00005708.jpg,0,0,0,0,1,1,1,0
00005709.jpg,0,0,0,0,1,0,1,0
00005710.jpg,1,0,0,0,1,1,1,0
00005711.jpg,0,0,1,0,1,0,0,0
00005712.jpg,1,0,0,0,1,0,1,1
00005713.jpg,0,0,0,0,0,0,1,0
00005714.jpg,0,0,1,0,0,0,1,0
00005715.jpg,1,0,1,0,0,1,0,0
00005716.jpg,0,1,1,1,1,0,1,0
00005717.jpg,0,0,0,0,1,0,1,0
00005718.jpg,1,0,1,0,1,1,0,0
00005719.jpg,1,0,1,0,1,0,0,0
00005720.jpg,1,1,1,0,1,0,0,0
00005721.jpg,0,0,1,0,1,0,1,1
00005722.jpg,0,0,1,0,1,1,1,0
00005723.jpg,1,0,1,0,1,1,0,0
00005724.jpg,0,0,0,1,0,0,1,0
00005725.jpg,1,0,1,0,1,1,1,0
00005726.jpg,0,0,1,0,0,1,1,0
00005727.jpg,0,0,0,0,1,0,1,0
00005728.jpg,1,0,1,0,1,0,0,0
00005729.jpg,1,0,1,0,0,1,1,0
00005730.jpg,1,0,0,0,1,0,0,0
00005731.jpg,0,0,0,0,1,0,0,0
00005732.jpg,1,0,1,0,1,1,0,0
00005733.jpg,1,0,1,0,1,0,0,0
00005734.jpg,0,0,1,0,1,0,1,0
00005735.jpg,1,0,1,0,0,1,1,0
00005736.jpg,1,0,1,0,1,0,0,0
00005737.jpg,1,0,1,1,1,1,1,0
00005738.jpg,1,0,1,0,1,0,0,0
00005739.jpg,1,0,1,0,1,1,0,0
00005740.jpg,1,0,1,0,1,1,1,0
00005741.jpg,1,0,1,0,0,0,0,0
00005742.jpg,1,0,1,0,1,1,1,0
00005743.jpg,1,0,1,0,1,1,0,0
00005744.jpg,1,0,1,0,1,0,0,0
00005745.jpg,1,1,1,0,0,1,0,0
00005746.jpg,1,0,0,0,1,0,0,0
00005747.jpg,0,0,0,0,1,0,1,0
00005748.jpg,1,0,1,0,0,0,0,0
00005749.jpg,0,0,1,0,1,1,1,0
00005750.jpg,1,0,1,0,1,1,0,0
00005751.jpg,1,0,1,0,1,1,0,0
00005752.jpg,1,0,1,0,1,0,1,0
00005753.jpg,1,0,1,0,0,0,1,0
00005754.jpg,1,0,1,0,1,1,0,0
00005755.jpg,0,0,1,0,1,0,1,0
00005756.jpg,1,0,1,0,1,0,1,0
00005757.jpg,1,0,1,0,1,1,0,0
00005758.jpg,1,0,1,0,1,0,0,0
00005759.jpg,1,0,1,0,1,1,0,0
00005760.jpg,1,0,1,0,1,1,0,0
00005761.jpg,0,0,1,0,1,0,1,0
00005762.jpg,0,0,1,0,0,0,1,0
00005763.jpg,1,0,1,0,1,1,0,0
00005764.jpg,0,0,1,0,1,1,0,0
00005765.jpg,1,0,1,0,1,1,0,0
00005766.jpg,1,0,1,0,1,0,0,0
00005767.jpg,0,0,1,0,0,0,0,0
00005768.jpg,1,0,1,0,1,0,0,0
00005769.jpg,1,0,0,0,1,1,0,0
00005770.jpg,1,0,1,0,1,1,1,0
00005771.jpg,1,0,0,0,1,0,1,0
00005772.jpg,0,0,1,0,1,0,1,0
00005774.jpg,1,0,0,0,1,0,0,1
00005775.jpg,0,0,1,0,1,0,0,0
00005776.jpg,1,0,1,0,1,0,0,0
00005777.jpg,1,0,1,0,1,0,0,0
00005778.jpg,1,0,1,0,1,1,0,0
00005779.jpg,1,0,1,0,1,1,0,0
00005780.jpg,0,0,1,0,1,1,0,0
00005781.jpg,1,0,1,0,1,0,1,0
00005782.jpg,1,0,1,0,1,0,1,0
00005783.jpg,1,0,1,0,1,1,0,0
00005784.jpg,1,0,1,0,1,0,0,0
00005785.jpg,1,0,1,0,1,0,1,0
00005786.jpg,1,0,1,0,0,0,0,0
00005787.jpg,1,0,1,0,1,0,0,0
00005788.jpg,1,0,0,0,1,1,0,0
00005789.jpg,0,0,1,0,1,0,1,0
00005790.jpg,0,0,1,0,1,1,1,0
00005791.jpg,1,0,0,0,1,0,0,0
00005792.jpg,0,0,1,0,1,0,1,0
00005793.jpg,0,0,0,0,1,0,1,0
00005794.jpg,1,0,1,0,1,1,0,0
00005795.jpg,1,1,0,0,1,0,0,0
00005796.jpg,1,0,1,0,1,1,0,0
00005797.jpg,0,1,0,0,1,0,0,0
00005798.jpg,1,0,0,0,1,0,1,0
00005799.jpg,0,1,0,0,1,0,0,0
00005800.jpg,1,0,1,0,1,1,0,0
00005801.jpg,1,0,1,0,1,0,1,0
00005802.jpg,1,0,1,0,1,1,0,0
00005803.jpg,1,0,1,1,1,0,1,0
00005804.jpg,1,0,1,0,1,1,0,0
00005805.jpg,1,0,1,0,1,1,0,0
00005806.jpg,0,0,0,0,1,0,0,0
00005807.jpg,0,0,0,0,1,0,1,0
00005808.jpg,1,0,1,0,1,0,0,0
00005809.jpg,0,0,0,0,1,0,1,0
00005810.jpg,1,0,1,0,1,1,0,0
00005811.jpg,1,0,0,0,1,0,1,0
00005812.jpg,1,0,1,0,0,1,1,0
00005813.jpg,1,0,1,0,1,1,0,0
00005814.jpg,1,0,1,0,1,0,0,0
00005815.jpg,0,0,0,0,1,0,0,1
00005816.jpg,1,0,1,1,1,0,0,0
00005817.jpg,1,0,1,0,1,0,0,0
00005818.jpg,0,0,0,0,1,0,1,0
00005819.jpg,0,0,1,1,0,0,1,0
00005820.jpg,1,1,1,0,1,1,0,0
00005821.jpg,0,0,1,0,0,0,1,0
00005822.jpg,1,0,1,0,1,1,1,0
00005823.jpg,0,0,0,0,1,0,0,1
00005824.jpg,0,0,0,0,0,0,1,1
